Date,NAV
2021-01-27,104.7081
2021-01-28,104.8677
2021-01-29,105.2213
2021-02-01,104.9818
2021-02-02,105.4507
2021-02-03,105.0601
2021-02-04,105.0492
2021-02-05,105.1938
2021-02-08,105.274
2021-02-09,105.1639
2021-02-10,105.1412
2021-02-11,105.0585
2021-02-12,104.9557
2021-02-15,105.1551
2021-02-16,105.2512
2021-02-17,105.1264
2021-02-18,105.3365
2021-02-19,105.4223
2021-02-22,105.6148
2021-02-23,105.7689
2021-02-24,105.6147
2021-02-25,105.5175
2021-02-26,105.6963
2021-03-01,105.8465
2021-03-02,105.8632
2021-03-03,105.9092
2021-03-04,106.2011
2021-03-05,106.0967
2021-03-08,106.234
2021-03-09,106.2123
2021-03-10,106.1873
2021-03-11,106.4418
2021-03-12,106.6388
2021-03-15,106.8337
2021-03-16,107.134
2021-03-17,107.1599
2021-03-18,107.3275
2021-03-19,107.2824
2021-03-22,107.3734
2021-03-23,107.3669
2021-03-24,107.4092
2021-03-25,107.5585
2021-03-26,107.404
2021-03-29,107.875
2021-03-30,107.6795
2021-03-31,107.4396
2021-04-01,107.7099
2021-04-02,107.902
2021-04-05,108.0582
2021-04-06,108.2157
2021-04-07,108.2346
2021-04-08,108.0621
2021-04-09,108.1001
2021-04-12,107.9753
2021-04-13,108.2075
2021-04-14,108.1973
2021-04-15,108.0403
2021-04-16,107.9924
2021-04-19,108.1032
2021-04-20,108.003
2021-04-21,107.847
2021-04-22,107.9211
2021-04-23,107.9955
2021-04-26,107.9077
2021-04-27,107.8276
2021-04-28,107.8992
2021-04-29,107.6083
2021-04-30,107.3269
2021-05-03,107.1941
2021-05-04,107.1698
2021-05-05,107.2579
2021-05-06,107.5958
2021-05-07,107.8019
2021-05-10,107.789
2021-05-11,107.8064
2021-05-12,107.6118
2021-05-13,107.6294
2021-05-14,107.5888
2021-05-17,107.6797
2021-05-18,107.5231
2021-05-19,107.6563
2021-05-20,108.0078
2021-05-21,108.006
2021-05-24,108.1143
2021-05-25,108.2852
2021-05-26,108.2199
2021-05-27,108.2901
2021-05-28,108.3145
2021-05-31,108.3573
2021-06-01,108.2115
2021-06-02,108.2384
2021-06-03,108.3678
2021-06-04,108.704
2021-06-07,108.9343
2021-06-08,109.4252
2021-06-09,109.2792
2021-06-10,109.4917
2021-06-11,109.5537
2021-06-14,110.0554
2021-06-15,109.8995
2021-06-16,109.737
2021-06-17,109.6274
2021-06-18,109.1836
2021-06-21,109.0906
2021-06-22,108.9468
2021-06-23,109.0014
2021-06-24,109.0977
2021-06-25,109.5289
2021-06-28,109.759
2021-06-29,109.6543
2021-06-30,109.4792
2021-07-01,109.6088
2021-07-02,109.3413
2021-07-05,109.7637
2021-07-06,110.0445
2021-07-07,109.9633
2021-07-08,109.6085
2021-07-09,109.9272
2021-07-12,109.924
2021-07-13,110.2182
2021-07-14,109.8887
2021-07-15,109.779
2021-07-16,109.8021
2021-07-19,109.8344
2021-07-20,109.7575
2021-07-21,109.9161
2021-07-22,109.7034
2021-07-23,109.6941
2021-07-26,109.7425
2021-07-27,109.8773
2021-07-28,110.0557
2021-07-29,109.8301
2021-07-30,109.5151
2021-08-02,109.8169
2021-08-03,109.9118
2021-08-04,109.7693
2021-08-05,110.1318
2021-08-06,110.1793
2021-08-09,110.4612
2021-08-10,110.4982
2021-08-11,110.9757
2021-08-12,111.3875
2021-08-13,111.3543
2021-08-16,111.593
2021-08-17,111.7593
2021-08-18,112.0876
2021-08-19,111.8937
2021-08-20,112.0696
2021-08-23,112.3292
2021-08-24,111.9566
2021-08-25,111.714
2021-08-26,111.2808
2021-08-27,111.2431
2021-08-30,111.425
2021-08-31,111.782
2021-09-01,111.821
2021-09-02,112.2075
2021-09-03,111.9203
2021-09-06,111.5614
2021-09-07,111.5713
2021-09-08,111.6793
2021-09-09,111.6943
2021-09-10,111.2548
2021-09-13,111.2573
2021-09-14,110.9892
2021-09-15,111.1601
2021-09-16,111.2638
2021-09-17,111.0769
2021-09-20,110.985
2021-09-21,110.7721
2021-09-22,110.7803
2021-09-23,111.0141
2021-09-24,110.8175
2021-09-27,110.9513
2021-09-28,110.8559
2021-09-29,110.7022
2021-09-30,110.7007
2021-10-01,110.4936
2021-10-04,110.3934
2021-10-05,110.151
2021-10-06,110.6058
2021-10-07,110.6358
2021-10-08,110.5031
2021-10-11,110.5725
2021-10-12,110.5697
2021-10-13,110.543
2021-10-14,110.7009
2021-10-15,110.8907
2021-10-18,110.7952
2021-10-19,110.6898
2021-10-20,110.6511
2021-10-21,110.1638
2021-10-22,109.852
2021-10-25,110.1742
2021-10-26,110.5587
2021-10-27,110.5258
2021-10-28,110.6753
2021-10-29,110.7664
2021-11-01,111.4706
2021-11-02,111.7425
2021-11-03,111.7363
2021-11-04,111.5451
2021-11-05,111.209
2021-11-08,111.2765
2021-11-09,111.1304
2021-11-10,110.8365
2021-11-11,110.7154
2021-11-12,110.498
2021-11-15,110.893
2021-11-16,111.1107
2021-11-17,111.1311
2021-11-18,111.4823
2021-11-19,111.5218
2021-11-22,111.352
2021-11-23,111.7135
2021-11-24,111.8563
2021-11-25,111.6466
2021-11-26,111.6264
2021-11-29,111.4533
2021-11-30,111.1673
2021-12-01,111.3955
2021-12-02,111.8432
2021-12-03,111.5527
2021-12-06,111.7006
2021-12-07,111.5776
2021-12-08,111.4912
2021-12-09,111.3814
2021-12-10,111.2112
2021-12-13,111.2442
2021-12-14,111.0816
2021-12-15,111.1639
2021-12-16,111.175
2021-12-17,111.1441
2021-12-20,110.9646
2021-12-21,110.8588
2021-12-22,111.0484
2021-12-23,111.1819
2021-12-24,110.9867
2021-12-27,111.031
2021-12-28,111.2201
2021-12-29,110.871
2021-12-30,111.0136
2021-12-31,110.8887
2022-01-03,111.0374
2022-01-04,110.8901
2022-01-05,110.512
2022-01-06,110.1744
2022-01-07,110.207
2022-01-10,110.2863
2022-01-11,110.1089
2022-01-12,110.2716
2022-01-13,109.9272
2022-01-14,109.9346
2022-01-17,109.6903
2022-01-18,109.5693
2022-01-19,109.6016
2022-01-20,109.4349
2022-01-21,109.3726
2022-01-24,109.6146
2022-01-25,109.5101
2022-01-26,109.715
2022-01-27,109.4891
2022-01-28,109.627
2022-01-31,109.965
2022-02-01,109.4434
2022-02-02,109.2908
2022-02-03,109.4388
2022-02-04,109.4163
2022-02-07,109.5194
2022-02-08,109.409
2022-02-09,109.4498
2022-02-10,109.4376
2022-02-11,109.7151
2022-02-14,109.7929
2022-02-15,109.889
2022-02-16,109.8204
2022-02-17,109.7353
2022-02-18,109.6623
2022-02-21,109.7707
2022-02-22,109.7003
2022-02-23,109.7858
2022-02-24,110.2635
2022-02-25,110.4776
2022-02-28,110.4277
2022-03-01,110.7151
2022-03-02,110.6468
2022-03-03,110.2179
2022-03-04,110.0178
2022-03-07,109.6281
2022-03-08,109.573
2022-03-09,109.5989
2022-03-10,109.9883
2022-03-11,110.0822
2022-03-14,110.056
2022-03-15,110.2606
2022-03-16,109.795
2022-03-17,109.8687
2022-03-18,110.0601
2022-03-21,109.7566
2022-03-22,110.0297
2022-03-23,110.1262
2022-03-24,110.0567
2022-03-25,110.218
2022-03-28,110.7406
2022-03-29,110.803
2022-03-30,110.8802
2022-03-31,110.8005
2022-04-01,110.6343
2022-04-04,110.8402
2022-04-05,110.6726
2022-04-06,110.7106
2022-04-07,110.6269
2022-04-08,110.755
2022-04-11,110.8511
2022-04-12,111.1033
2022-04-13,111.0122
2022-04-14,110.9745
2022-04-15,110.7794
2022-04-18,110.7031
2022-04-19,110.8088
2022-04-20,110.9987
2022-04-21,110.8162
2022-04-22,111.0311
2022-04-25,111.3544
2022-04-26,111.4687
2022-04-27,111.9094
2022-04-28,111.7586
2022-04-29,111.5028
2022-05-02,111.1284
2022-05-03,111.4831
2022-05-04,111.6513
2022-05-05,111.6612
2022-05-06,111.7461
2022-05-09,111.5169
2022-05-10,112.0847
2022-05-11,112.1361
2022-05-12,112.183
2022-05-13,112.3683
2022-05-16,112.4989
2022-05-17,112.5718
2022-05-18,112.4163
2022-05-19,112.5448
2022-05-20,112.9909
2022-05-23,113.3176
2022-05-24,113.7013
2022-05-25,113.6078
2022-05-26,113.4057
2022-05-27,113.3998
2022-05-30,113.4351
2022-05-31,113.7061
2022-06-01,113.3439
2022-06-02,113.7133
2022-06-03,113.7001
2022-06-06,113.6258
2022-06-07,113.4185
2022-06-08,113.0658
2022-06-09,113.2746
2022-06-10,113.3138
2022-06-13,113.0442
2022-06-14,112.774
2022-06-15,112.7208
2022-06-16,113.1196
2022-06-17,113.0835
2022-06-20,112.7661
2022-06-21,112.7333
2022-06-22,112.6943
2022-06-23,112.109
2022-06-24,112.1193
2022-06-27,112.0899
2022-06-28,112.2684
2022-06-29,112.706
2022-06-30,112.9825
2022-07-01,112.9443
2022-07-04,112.717
2022-07-05,113.3196
2022-07-06,113.3557
2022-07-07,113.3815
2022-07-08,113.3988
2022-07-11,113.4664
2022-07-12,113.4563
2022-07-13,113.3488
2022-07-14,113.2475
2022-07-15,113.2627
2022-07-18,113.1623
2022-07-19,113.0236
2022-07-20,113.0703
2022-07-21,113.0352
2022-07-22,113.3978
2022-07-25,112.8193
2022-07-26,113.0881
2022-07-27,113.3926
2022-07-28,112.945
2022-07-29,112.8902
2022-08-01,112.8289
2022-08-02,112.5339
2022-08-03,112.3813
2022-08-04,112.1542
2022-08-05,112.5697
2022-08-08,112.8028
2022-08-09,113.1123
2022-08-10,113.2982
2022-08-11,113.065
2022-08-12,112.969
2022-08-15,113.1021
2022-08-16,112.8483
2022-08-17,113.0318
2022-08-18,113.0001
2022-08-19,112.938
2022-08-22,113.1211
2022-08-23,113.2443
2022-08-24,113.1852
2022-08-25,113.4702
2022-08-26,113.2476
2022-08-29,113.4098
2022-08-30,113.567
2022-08-31,113.5194
2022-09-01,113.6161
2022-09-02,113.3546
2022-09-05,113.5867
2022-09-06,113.5674
2022-09-07,113.4714
2022-09-08,113.7322
2022-09-09,113.5947
2022-09-12,113.2974
2022-09-13,112.9674
2022-09-14,113.1269
2022-09-15,112.8598
2022-09-16,113.2785
2022-09-19,112.8294
2022-09-20,113.2348
2022-09-21,113.3053
2022-09-22,113.306
2022-09-23,113.2052
2022-09-26,113.3182
2022-09-27,113.3323
2022-09-28,113.6051
2022-09-29,113.6538
2022-09-30,113.7106
2022-10-03,113.6507
2022-10-04,113.6605
2022-10-05,113.7532
2022-10-06,113.3869
2022-10-07,113.1038
2022-10-10,113.2946
2022-10-11,113.3559
2022-10-12,113.3369
2022-10-13,113.3637
2022-10-14,113.4652
2022-10-17,113.3654
2022-10-18,113.2116
2022-10-19,113.2786
2022-10-20,113.0796
2022-10-21,113.1946
2022-10-24,112.8318
2022-10-25,113.0866
2022-10-26,113.2161
2022-10-27,113.2967
2022-10-28,113.542
2022-10-31,113.9429
2022-11-01,114.1969
2022-11-02,113.7993
2022-11-03,113.5308
2022-11-04,113.4116
2022-11-07,113.4402
2022-11-08,113.5804
2022-11-09,113.4382
2022-11-10,113.5033
2022-11-11,113.3545
2022-11-14,113.2385
2022-11-15,112.9426
2022-11-16,112.7567
2022-11-17,112.4744
2022-11-18,112.2774
2022-11-21,112.5364
2022-11-22,112.3452
2022-11-23,112.9592
2022-11-24,113.0932
2022-11-25,113.1576
2022-11-28,112.986
2022-11-29,113.1669
2022-11-30,113.0592
2022-12-01,113.1094
2022-12-02,113.7112
2022-12-05,113.7121
2022-12-06,113.9962
2022-12-07,113.8587
2022-12-08,113.8735
2022-12-09,114.2995
2022-12-12,114.1791
2022-12-13,114.6158
2022-12-14,114.801
2022-12-15,114.6948
2022-12-16,114.8628
2022-12-19,115.1092
2022-12-20,115.2754
2022-12-21,114.9364
2022-12-22,114.7922
2022-12-23,114.7584
2022-12-26,114.7642
2022-12-27,114.9296
2022-12-28,114.9935
2022-12-29,114.7094
2022-12-30,114.8195
2023-01-02,114.9827
2023-01-03,115.1344
2023-01-04,115.4063
2023-01-05,115.6219
2023-01-06,115.7512
2023-01-09,115.7581
2023-01-10,115.3967
2023-01-11,115.519
2023-01-12,115.59
2023-01-13,115.6759
2023-01-16,115.4037
2023-01-17,115.1773
2023-01-18,115.4429
2023-01-19,115.4569
2023-01-20,115.6373
2023-01-23,115.667
2023-01-24,115.697
2023-01-25,115.9373
2023-01-26,115.8408
2023-01-27,115.8862
2023-01-30,115.8023
2023-01-31,115.7248
2023-02-01,115.6764
2023-02-02,115.7509
2023-02-03,115.6632
2023-02-06,115.9768
2023-02-07,115.7925
2023-02-08,115.7724
2023-02-09,115.6938
2023-02-10,116.0517
2023-02-13,116.1205
2023-02-14,116.3834
2023-02-15,116.0609
2023-02-16,116.1461
2023-02-17,116.376
2023-02-20,116.4184
2023-02-21,116.6898
2023-02-22,116.5924
2023-02-23,116.9443
2023-02-24,117.5054
2023-02-27,117.4436
2023-02-28,117.3625
2023-03-01,117.7271
2023-03-02,118.1226
2023-03-03,118.0227
2023-03-06,117.9471
2023-03-07,117.9042
2023-03-08,117.6108
2023-03-09,117.4182
2023-03-10,117.2059
2023-03-13,117.0493
2023-03-14,117.0646
2023-03-15,117.1429
2023-03-16,117.5296
2023-03-17,117.3184
2023-03-20,117.5728
2023-03-21,117.546
2023-03-22,117.5579
2023-03-23,117.7401
2023-03-24,117.4992
2023-03-27,117.6126
2023-03-28,117.6753
2023-03-29,117.8147
2023-03-30,117.9064
2023-03-31,118.509
2023-04-03,118.3815
2023-04-04,118.2795
2023-04-05,118.1557
2023-04-06,118.0481
2023-04-07,117.9212
2023-04-10,118.2252
2023-04-11,118.5847
2023-04-12,118.4731
2023-04-13,118.2996
2023-04-14,118.4348
2023-04-17,118.3276
2023-04-18,118.5011
2023-04-19,118.5729
2023-04-20,118.2372
2023-04-21,118.6267
2023-04-24,119.0765
2023-04-25,118.9544
2023-04-26,118.886
2023-04-27,118.9777
2023-04-28,119.0811
2023-05-01,119.2618
2023-05-02,119.7651
2023-05-03,119.7467
2023-05-04,119.5794
2023-05-05,119.2735
2023-05-08,119.123
2023-05-09,119.1389
2023-05-10,119.5903
2023-05-11,119.4904
2023-05-12,119.5678
2023-05-15,119.5878
2023-05-16,119.896
2023-05-17,120.5259
2023-05-18,120.422
2023-05-19,120.3282
2023-05-22,120.6036
2023-05-23,120.7922
2023-05-24,121.2625
2023-05-25,121.4283
2023-05-26,121.3654
2023-05-29,121.533
2023-05-30,121.8268
2023-05-31,122.0511
2023-06-01,122.1993
2023-06-02,122.4844
2023-06-05,122.7954
2023-06-06,123.1594
2023-06-07,123.3438
2023-06-08,123.3273
2023-06-09,123.3881
2023-06-12,123.7105
2023-06-13,123.5331
2023-06-14,123.6489
2023-06-15,123.5764
2023-06-16,123.6082
2023-06-19,123.949
2023-06-20,124.0211
2023-06-21,124.0575
2023-06-22,123.7449
2023-06-23,123.9543
2023-06-26,124.1391
2023-06-27,124.7011
2023-06-28,124.6492
2023-06-29,124.7288
2023-06-30,124.816
2023-07-03,125.2347
2023-07-04,125.2359
2023-07-05,125.3308
2023-07-06,125.5083
2023-07-07,125.5802
2023-07-10,125.4932
2023-07-11,125.567
2023-07-12,125.8617
2023-07-13,125.6285
2023-07-14,125.687
2023-07-17,125.5362
2023-07-18,125.8613
2023-07-19,125.5031
2023-07-20,125.3879
2023-07-21,125.5076
2023-07-24,125.9256
2023-07-25,125.9343
2023-07-26,125.8196
2023-07-27,126.3182
2023-07-28,125.9776
2023-07-31,125.4488
2023-08-01,125.5843
2023-08-02,125.4833
2023-08-03,125.2521
2023-08-04,125.4546
2023-08-07,125.5409
2023-08-08,125.4243
2023-08-09,125.1283
2023-08-10,125.3716
2023-08-11,125.5597
2023-08-14,125.5599
2023-08-15,126.0488
2023-08-16,125.8042
2023-08-17,125.4455
2023-08-18,125.297
2023-08-21,125.3107
2023-08-22,125.3967
2023-08-23,125.3613
2023-08-24,125.4746
2023-08-25,125.1857
2023-08-28,125.5722
2023-08-29,125.5767
2023-08-30,125.8824
2023-08-31,125.9939
2023-09-01,126.1342
2023-09-04,126.3031
2023-09-05,126.4415
2023-09-06,126.6293
2023-09-07,126.9912
2023-09-08,127.0665
2023-09-11,127.2721
2023-09-12,127.2748
2023-09-13,127.6668
2023-09-14,127.5196
2023-09-15,128.0044
2023-09-18,128.0198
2023-09-19,127.679
2023-09-20,127.7373
2023-09-21,127.5888
2023-09-22,127.8289
2023-09-25,127.6876
2023-09-26,127.5992
2023-09-27,127.1425
2023-09-28,127.0529
2023-09-29,126.4624
2023-10-02,126.0871
2023-10-03,126.304
2023-10-04,126.5278
2023-10-05,126.6608
2023-10-06,126.4411
2023-10-09,126.4544
2023-10-10,126.4788
2023-10-11,126.211
2023-10-12,126.6158
2023-10-13,126.8633
2023-10-16,126.8326
2023-10-17,126.8648
2023-10-18,126.943
2023-10-19,126.45
2023-10-20,126.4128
2023-10-23,126.2657
2023-10-24,126.038
2023-10-25,125.9923
2023-10-26,126.4705
2023-10-27,126.6579
2023-10-30,126.5385
2023-10-31,126.7088
2023-11-01,127.0887
2023-11-02,127.3492
2023-11-03,127.3898
2023-11-06,127.2505
2023-11-07,127.4536
2023-11-08,127.5794
2023-11-09,127.8333
2023-11-10,128.0213
2023-11-13,128.3156
2023-11-14,128.2039
2023-11-15,128.5674
2023-11-16,128.6439
2023-11-17,129.2036
2023-11-20,129.0513
2023-11-21,129.5252
2023-11-22,129.6024
2023-11-23,129.4594
2023-11-24,129.36
2023-11-27,129.303
2023-11-28,129.4386
2023-11-29,129.5998
2023-11-30,129.477
2023-12-01,129.4966
2023-12-04,130.0773
2023-12-05,130.5528
2023-12-06,130.6928
2023-12-07,130.7289
2023-12-08,130.7864
2023-12-11,130.9731
2023-12-12,130.7313
2023-12-13,130.6902
2023-12-14,130.2802
2023-12-15,130.4103
2023-12-18,130.6052
2023-12-19,130.5051
2023-12-20,130.942
2023-12-21,130.6472
2023-12-22,130.2907
2023-12-25,130.3752
2023-12-26,130.6743
2023-12-27,131.1406
2023-12-28,131.0464
2023-12-29,131.3553
2024-01-01,131.3715
2024-01-02,131.3524
2024-01-03,131.6108
2024-01-04,131.8089
2024-01-05,131.4197
2024-01-08,131.834
2024-01-09,132.2243
2024-01-10,132.0853
2024-01-11,132.2163
2024-01-12,132.3734
2024-01-15,132.4688
2024-01-16,132.3495
2024-01-17,132.1982
2024-01-18,132.2179
2024-01-19,132.5545
2024-01-22,132.7251
2024-01-23,132.6533
2024-01-24,132.8845
2024-01-25,132.1541
2024-01-26,132.4841
2024-01-29,132.0496
2024-01-30,131.9803
2024-01-31,131.7112
2024-02-01,131.3965
2024-02-02,131.7278
2024-02-05,131.6309
2024-02-06,131.7485
2024-02-07,131.7625
2024-02-08,131.9145
2024-02-09,131.9612
2024-02-12,131.649
2024-02-13,131.9376
2024-02-14,131.8337
2024-02-15,131.4497
2024-02-16,131.3634
2024-02-19,131.784
2024-02-20,132.0344
2024-02-21,131.9687
2024-02-22,131.903
2024-02-23,131.8445
2024-02-26,132.4185
2024-02-27,132.5461
2024-02-28,132.6866
2024-02-29,132.9866
2024-03-01,133.0767
2024-03-04,133.0343
2024-03-05,133.0087
2024-03-06,133.0163
2024-03-07,133.033
2024-03-08,133.2532
2024-03-11,133.2937
2024-03-12,133.5156
2024-03-13,133.5208
2024-03-14,133.5685
2024-03-15,133.0614
2024-03-18,133.3319
2024-03-19,133.4509
2024-03-20,133.744
2024-03-21,132.996
2024-03-22,133.5781
2024-03-25,133.5675
2024-03-26,133.8903
2024-03-27,133.6386
2024-03-28,133.8291
2024-03-29,133.5739
2024-04-01,133.434
2024-04-02,133.9715
2024-04-03,133.9472
2024-04-04,134.0322
2024-04-05,134.2923
2024-04-08,134.4523
2024-04-09,134.5196
2024-04-10,134.6447
2024-04-11,135.3188
2024-04-12,135.3303
2024-04-15,135.4118
2024-04-16,135.7234
2024-04-17,136.0507
2024-04-18,136.4009
2024-04-19,136.6024
2024-04-22,136.3174
2024-04-23,136.79
2024-04-24,136.5038
2024-04-25,136.6137
2024-04-26,136.4349
2024-04-29,136.4447
2024-04-30,136.5617
2024-05-01,136.6768
2024-05-02,136.8195
2024-05-03,137.2884
2024-05-06,137.4404
2024-05-07,137.4008
2024-05-08,137.6932
2024-05-09,138.0483
2024-05-10,137.7369
2024-05-13,137.9291
2024-05-14,138.1501
2024-05-15,138.0955
2024-05-16,138.5031
2024-05-17,138.4892
2024-05-20,138.5517
2024-05-21,138.5314
2024-05-22,138.5635
2024-05-23,138.2874
2024-05-24,137.9167
2024-05-27,138.3841
2024-05-28,138.1774
2024-05-29,137.9311
2024-05-30,137.3646
2024-05-31,137.2165
2024-06-03,136.8809
2024-06-04,137.3578
2024-06-05,137.6627
2024-06-06,137.5007
2024-06-07,138.1477
2024-06-10,138.4465
2024-06-11,138.3843
2024-06-12,137.7202
2024-06-13,138.3788
2024-06-14,138.0219
2024-06-17,137.5953
2024-06-18,137.9042
2024-06-19,138.6047
2024-06-20,139.0161
2024-06-21,139.2007
2024-06-24,139.3941
2024-06-25,139.6599
2024-06-26,139.8999
2024-06-27,140.0065
2024-06-28,140.0637
2024-07-01,140.0742
2024-07-02,139.891
